院校,专业,专业详情,年份,最低分,位次,科目,批次
中国人民大学,经济学类,,2018,682,81,文科,本科一批
中国人民大学,政治学、经济学与哲学,,2018,688,38,文科,本科一批
中国人民大学,理科试验班,（信息与数学）,2018,693,319,理科,本科一批
中国人民大学,人文科学试验班,,2018,684,62,文科,本科一批
中国人民大学,政治学、经济学与哲学,,2018,695,242,理科,本科一批
中国人民大学,工商管理类,,2018,694,271,理科,本科一批
中国人民大学,农业经济管理类,,2018,683,70,文科,本科一批
中国人民大学,信息资源管理,,2018,693,319,理科,本科一批
中国人民大学,信息资源管理,,2018,682,81,文科,本科一批
中国人民大学,法学,,2019,671,38,文科,本科一批
中国人民大学,国际政治,,2019,667,73,文科,本科一批
中国人民大学,法学,,2019,684,219,理科,本科一批
中国人民大学,新闻传播学类,（含新闻学、广播电视学、广告学、传播学专业）,2019,679,349,理科,本科一批
中国人民大学,工商管理类,（含工商管理、财务管理、会计学、市场营销、贸易经济、管理科学专业）,2019,667,73,文科,本科一批
中国人民大学,财政学类,（含财政学、税收学专业）,2019,669,55,文科,本科一批
中国人民大学,人力资源管理,,2019,666,81,文科,本科一批
中国人民大学,财政学类,（含财政学、税收学专业）,2019,685,190,理科,本科一批
中国人民大学,人文科学试验班,（含汉语言文学、汉语言、历史学、考古学、世界史、哲学、宗教学、伦理学、马克思主义理论、中国共产党历史专业）,2019,668,61,文科,本科一批
中国人民大学,经济学类,（含经济学、能源经济、国际经济与贸易、国民经济管理专业）,2019,669,55,文科,本科一批
中国人民大学,金融学类,（含金融学、金融工程、信用管理、保险学专业）,2019,672,34,文科,本科一批
中国人民大学,经济学类,（含经济学、能源经济、国际经济与贸易、国民经济管理专业）,2019,687,142,理科,本科一批
中国人民大学,工商管理类,（含工商管理、财务管理、会计学、市场营销、贸易经济、管理科学专业）,2019,680,325,理科,本科一批
中国人民大学,新闻传播学类,（含新闻学、广播电视学、广告学、传播学专业）,2019,669,55,文科,本科一批
中国人民大学,社会科学试验班,（管理学科类）（含行政管理、城市管理、土地资源管理、信息管理与信息系统、信息资源管理、档案学、农林经济管理、农村区域发展专业）,2019,667,73,文科,本科一批
中国人民大学,人力资源管理,,2019,679,349,理科,本科一批
中国人民大学,金融学类,（含金融学、金融工程、信用管理、保险学专业）,2019,690,103,理科,本科一批
中国人民大学,理科试验班,（含统计学、应用统计学、数据科学与大数据技术、经济统计学、计算机科学与技术、信息管理与信息系统、信息安全、软件工程、数学与应用数学、环境科学、环境工程、资源与环境经济学、公共事业管理、物理学、材料物理、化学、应用心理学专业）,2019,679,349,理科,本科一批
上海交通大学,经济管理试验班,（含双学士学位项目）（含金融学、国际经济与贸易、经济学、工商管理、会计学、人力资源管理、信息管理与信息系统专业；含经济学数学与应用数学双学士学位项目）,2020,660,65,文科,本科批
上海交通大学,电子信息类,（IEEE试点班，含双学士学位项目）（含自动化、信息工程、计算机科学与技术、信息安全专业；含电子信息类（IEEE试点班）数学与应用数学双学士学位项目）,2020,700,108,理科,本科批
上海交通大学,电子信息类,（中外合作办学）（交大密西根学院）（含机械工程、电子与计算机工程、材料科学与工程专业；不报不录）,2020,701,88,理科,本科批
上海交通大学,经济管理试验班,（含双学士学位项目）（含金融学、国际经济与贸易、经济学、工商管理、会计学、人力资源管理、信息管理与信息系统专业；含经济学数学与应用数学双学士学位项目）,2020,702,77,理科,本科批
上海交通大学,人工智能,（卓越人才试点班）,2020,701,88,理科,本科批
上海交通大学,理科试验班类,（数学科学学院）,2020,684,769,理科,本科提前批
上海交通大学,电子信息类,,2020,684,769,理科,本科提前批
上海交通大学,材料科学与工程,（含双学士学位项目）,2020,679,1215,理科,本科提前批
上海交通大学,工科试验班类,（中外合作）,2020,688,537,理科,本科提前批
上海交通大学,临床医学,,2016,,,理科,本科一批
上海交通大学,电子信息类,,2016,,,理科,本科一批
上海交通大学,经济学类,,2016,,,理科,本科一批
上海交通大学,机械工程,（国际化人才培养试点班）,2016,,,理科,本科一批
上海交通大学,经济学类,,2016,,,文科,本科一批
上海交通大学,临床医学,（八年制）,2016,,,理科,本科一批
上海交通大学,数学与应用数学,,2016,,,理科,本科一批
上海交通大学,机械类,,2016,,,理科,本科一批
上海交通大学,经济学类,,2017,660,39,文科,本科一批
上海交通大学,机械类,,2017,688,102,理科,本科一批
上海交通大学,理科试验班类,,2017,688,102,理科,本科一批
上海交通大学,电子信息类,,2017,691,65,理科,本科一批
上海交通大学,经济管理试验班,,2018,689,32,文科,本科一批
上海交通大学,理科试验班类,,2018,702,96,理科,本科一批
上海交通大学,机械类,,2018,702,96,理科,本科一批
上海交通大学,电子信息类,,2018,702,96,理科,本科一批
上海交通大学,电子信息类,（IEEE试点班）（含自动化、计算机科学与技术、信息安全专业；电子信息类（IEEE试点班）为美国电气和电子工程师协会授权批准的首个试点班，充分利用IEEE协会教育及科研资源，开展国际化办学；含华盛顿大学、俄亥俄州立大学本硕连读项目；新加坡国立大学、威斯康星大学、佛罗里达大学等校学期交流及短期游学项目）,2019,689,116,理科,本科一批
上海交通大学,机械类,（国际化人才培养试点班）（含机械工程、能源与动力工程专业；含“钱学森班”（拔尖人才计划）；以及与宾夕法尼亚大学、卡耐基梅隆大学、西北大学、加州大学伯克利分校、普渡大学、多伦多大学、挪威科技大学、瑞典皇家理工学院、慕尼黑工大等校合作的3+1+1本硕连读、2+2双学位、学期交流以及国际联合毕业设计等项目）,2019,691,89,理科,本科一批
上海交通大学,电子信息类,（中外合作办学）（交大密西根学院）（含机械工程、电子与计算机工程、材料科学与工程专业；不报不录。自主选择三个工科大类专业，涵盖通信、计算机工程、人工智能、设计与制造、机电一体化、计算材料、纳米材料等方向；含与美国密西根大学的本科双学位项目，含众多海外名校本硕连读项目；含十国冬季游学以及跨学科跨国境毕设项目，可申请多种奖助学金）,2019,693,74,理科,本科一批
上海交通大学,电子信息类,（含自动化、信息工程、电子科学与技术、计算机科学与技术、测控技术与仪器、电气工程及其自动化、信息安全、软件工程、微电子科学与工程专业；电子信息类实施信息技术引领、强弱电贯通的大电类专业宽口径培养新机制；含华盛顿大学、俄亥俄州立大学本硕连读项目；新加坡国立大学、威斯康星大学、佛罗里达大学、柏林工业大学、都灵理工大学等学期交流及短期游学项目）,2019,690,103,理科,本科一批
上海交通大学,经济管理试验班,（含金融学、国际经济与贸易、经济学、工商管理、会计学、人力资源管理、信息管理与信息系统专业；试验班采用“主修专业+辅修模块”培养模式，即学生在修读1个主修专业（专业不限人数）的同时，将自主选择修读1个辅修模块，充分尊重学生专业选择的意愿。工商管理含市场营销、商务数据科学方向）,2019,669,55,文科,本科一批
上海交通大学,人工智能,（成绩优异且满足直升研究生条件的学生，可优先进入“吴文俊人工智能荣誉博士班”）,2019,688,131,理科,本科一批
上海交通大学,经济管理试验班,（含金融学、国际经济与贸易、经济学、工商管理、会计学、人力资源管理、信息管理与信息系统专业；试验班采用“主修专业+辅修模块”培养模式，即学生在修读1个主修专业（专业不限人数）的同时，将自主选择修读1个辅修模块，充分尊重学生专业选择的意愿。工商管理含市场营销、商务数据科学方向）,2019,692,78,理科,本科一批
浙江大学,工科试验班,（电气与自动化）（含电气工程及其自动化、电子信息工程专业）,2020,695,226,理科,本科批
浙江大学,工科试验班,（竺可桢学院图灵班（含计算机科学与技术、信息安全、人工智能专业））,2020,699,136,理科,本科批
浙江大学,工科试验班,（信息）（含计算机科学与技术、信息安全、软件工程、光电信息科学与工程、电子科学与技术、微电子科学与工程、信息工程、自动化、生物医学工程专业）,2020,694,261,理科,本科批
浙江大学,新闻传播学类,（含新闻学、传播学专业）,2020,654,129,文科,本科批
浙江大学,机器人工程,（竺可桢学院）,2020,697,170,理科,本科批
浙江大学,工科试验班,（能源、化工与高分子）（含车辆工程、能源与环境系统工程、化学工程与工艺、生物工程、高分子材料与工程专业）,2020,695,226,理科,本科批
浙江大学,外国语言文学类,（含英语、翻译、德语、法语、西班牙语、日语、俄语专业）,2020,653,141,文科,本科批
